lsoa_code,lsoa_name,value
E01004112,Sutton 016C,571867
E01004114,Sutton 025D,1195870
E01004115,Sutton 009A,406029
E01004116,Sutton 008A,479619
E01004117,Sutton 006A,474767
E01004118,Sutton 009B,462525
E01004119,Sutton 009C,470999
E01004120,Sutton 016D,600319
E01004121,Sutton 006B,475647
E01004122,Sutton 008B,583573
E01004123,Sutton 002A,281942
E01004124,Sutton 002B,366117
E01004125,Sutton 001A,324691
E01004126,Sutton 002C,319700
E01004127,Sutton 005A,313725
E01004128,Sutton 002D,333659
E01004129,Sutton 002E,325250
E01004130,Sutton 003A,410171
E01004131,Sutton 003B,391392
E01004132,Sutton 009D,433933
E01004133,Sutton 009E,459833
E01004134,Sutton 003C,394800
E01004135,Sutton 003D,458709
E01004136,Sutton 003E,448430
E01004137,Sutton 012A,333869
E01004138,Sutton 013C,339517
E01004139,Sutton 013D,354750
E01004140,Sutton 012B,237647
E01004141,Sutton 012C,268675
E01004142,Sutton 012D,326438
E01004143,Sutton 014A,356750
E01004144,Sutton 007A,425869
E01004145,Sutton 007B,392886
E01004146,Sutton 007C,318917
E01004147,Sutton 007D,438500
E01004148,Sutton 014B,385829
E01004149,Sutton 012E,341128
E01004150,Sutton 021C,281569
E01004151,Sutton 021D,320500
E01004152,Sutton 018A,318446
E01004153,Sutton 021E,361274
E01004154,Sutton 022E,570500
E01004155,Sutton 018B,368883
E01004156,Sutton 018C,331527
E01004157,Sutton 016E,583643
E01004158,Sutton 018D,343955
E01004159,Sutton 014C,404023
E01004160,Sutton 014D,377650
E01004161,Sutton 014E,399702
E01004162,Sutton 018E,282503
E01004163,Sutton 005B,376863
E01004164,Sutton 004A,373606
E01004165,Sutton 005C,320426
E01004166,Sutton 004B,376413
E01004167,Sutton 005D,383528
E01004168,Sutton 013E,427565
E01004169,Sutton 004C,310230
E01004170,Sutton 017B,332839
E01004171,Sutton 010A,494556
E01004172,Sutton 010B,287514
E01004173,Sutton 010C,408014
E01004174,Sutton 017C,351641
E01004175,Sutton 010D,383508
E01004176,Sutton 010E,364581
E01004177,Sutton 020C,285457
E01004178,Sutton 017D,326866
E01004179,Sutton 017E,419261
E01004180,Sutton 020D,680525
E01004181,Sutton 020E,385367
E01004182,Sutton 019E,381696
E01004183,Sutton 001B,322638
E01004184,Sutton 001C,331531
E01004185,Sutton 001D,292143
E01004186,Sutton 004D,269411
E01004187,Sutton 005E,333924
E01004188,Sutton 004E,310392
E01004189,Sutton 001E,339845
E01004190,Sutton 008C,481219
E01004191,Sutton 008D,434787
E01004192,Sutton 006C,447457
E01004193,Sutton 006D,426994
E01004194,Sutton 008E,380389
E01004195,Sutton 006E,397260
E01004196,Sutton 008F,442976
E01032623,Sutton 025E,1110436
E01004197,Tower Hamlets 002A,552417
E01004198,Tower Hamlets 002B,355960
E01004199,Tower Hamlets 002C,492775
E01004200,Tower Hamlets 005A,579438
E01004201,Tower Hamlets 002D,441428
E01004202,Tower Hamlets 005B,597051
E01004203,Tower Hamlets 005C,555000
E01004204,Tower Hamlets 005D,492147
E01004205,Tower Hamlets 013A,0
E01004206,Tower Hamlets 013B,0
E01004207,Tower Hamlets 011A,0
E01004208,Tower Hamlets 013C,459063
E01004209,Tower Hamlets 011B,0
E01004211,Tower Hamlets 013D,495375
E01004212,Tower Hamlets 011D,494500
E01004214,Tower Hamlets 030A,0
E01004215,Tower Hamlets 028A,571194
E01004216,Tower Hamlets 030B,502585
E01004217,Tower Hamlets 030C,475148
E01004218,Tower Hamlets 030D,532228
E01004219,Tower Hamlets 028B,357556
E01004221,Tower Hamlets 028D,816728
E01004222,Tower Hamlets 001A,430738
E01004223,Tower Hamlets 001B,558333
E01004224,Tower Hamlets 001C,435114
E01004225,Tower Hamlets 004A,417851
E01004226,Tower Hamlets 001D,358417
E01004228,Tower Hamlets 003A,734057
E01004229,Tower Hamlets 004C,840000
E01004230,Tower Hamlets 003B,701441
E01004231,Tower Hamlets 004D,590556
E01004232,Tower Hamlets 003C,990068
E01004233,Tower Hamlets 003D,449309
E01004234,Tower Hamlets 003E,705959
E01004235,Tower Hamlets 008A,301560
E01004236,Tower Hamlets 008B,266700
E01004237,Tower Hamlets 008C,287333
E01004238,Tower Hamlets 008D,406289
E01004239,Tower Hamlets 008E,393256
E01004240,Tower Hamlets 012A,360150
E01004241,Tower Hamlets 012B,385417
E01004242,Tower Hamlets 012C,386342
E01004243,Tower Hamlets 020A,355775
E01004244,Tower Hamlets 020B,0
E01004245,Tower Hamlets 018A,372804
E01004246,Tower Hamlets 018B,440565
E01004247,Tower Hamlets 020C,420538
E01004248,Tower Hamlets 018C,0
E01004249,Tower Hamlets 018D,0
E01004250,Tower Hamlets 020D,287506
E01004251,Tower Hamlets 023A,397321
E01004252,Tower Hamlets 024A,363636
E01004253,Tower Hamlets 024B,451072
E01004254,Tower Hamlets 023B,524340
E01004255,Tower Hamlets 023C,567900
E01004256,Tower Hamlets 024C,365900
E01004257,Tower Hamlets 024D,0
E01004258,Tower Hamlets 023D,695250
E01004259,Tower Hamlets 007A,472995
E01004260,Tower Hamlets 007B,465500
E01004261,Tower Hamlets 010A,0
E01004262,Tower Hamlets 010B,563500
E01004263,Tower Hamlets 007C,0
E01004264,Tower Hamlets 010C,0
E01004266,Tower Hamlets 007D,663909
E01004267,Tower Hamlets 012D,460893
E01004268,Tower Hamlets 012E,0
E01004269,Tower Hamlets 014A,508774
E01004270,Tower Hamlets 014B,500923
E01004271,Tower Hamlets 014C,429293
E01004272,Tower Hamlets 014D,367063
E01004273,Tower Hamlets 014E,398237
E01004274,Tower Hamlets 031A,504182
E01004275,Tower Hamlets 031B,541547
E01004276,Tower Hamlets 031C,500357
E01004277,Tower Hamlets 033A,637000
E01004280,Tower Hamlets 032A,508300
E01004281,Tower Hamlets 031D,401000
E01004283,Tower Hamlets 016A,420656
E01004284,Tower Hamlets 019A,457467
E01004285,Tower Hamlets 019B,403000
E01004286,Tower Hamlets 019C,0
E01004287,Tower Hamlets 016B,434275
E01004288,Tower Hamlets 019D,316600
E01004289,Tower Hamlets 016C,645000
E01004290,Tower Hamlets 016D,476250
E01004291,Tower Hamlets 027A,1043342
E01004292,Tower Hamlets 026A,688607
E01004293,Tower Hamlets 027B,1065861
E01004294,Tower Hamlets 026B,859847
E01004295,Tower Hamlets 026C,0
E01004296,Tower Hamlets 026D,497359
E01004297,Tower Hamlets 027C,739636
E01004298,Tower Hamlets 022A,289000
E01004300,Tower Hamlets 022B,0
E01004301,Tower Hamlets 025B,415754
E01004302,Tower Hamlets 025C,0
E01004303,Tower Hamlets 025D,540597
E01004304,Tower Hamlets 022C,0
E01004305,Tower Hamlets 022D,437381
E01004306,Tower Hamlets 015A,0
E01004307,Tower Hamlets 015B,656327
E01004308,Tower Hamlets 015C,0
E01004309,Tower Hamlets 015D,461366
E01004310,Tower Hamlets 015E,639733
E01004311,Tower Hamlets 006A,523583
E01004312,Tower Hamlets 009A,0
E01004313,Tower Hamlets 009B,470167
E01004314,Tower Hamlets 006B,934149
E01004315,Tower Hamlets 006C,582400
E01004316,Tower Hamlets 009C,741375
E01004317,Tower Hamlets 009D,702066
E01004318,Tower Hamlets 006D,447310
E01004319,Tower Hamlets 021A,454717
E01004321,Tower Hamlets 021C,529750
E01004322,Tower Hamlets 017A,0
E01004323,Tower Hamlets 017B,421000
E01004324,Tower Hamlets 017C,0
E01004325,Tower Hamlets 021D,583072
E01004326,Tower Hamlets 017D,551625
E01032764,Tower Hamlets 004E,478467
E01032765,Tower Hamlets 004F,417877
E01032766,Tower Hamlets 021E,875412
E01032767,Tower Hamlets 021F,577067
E01032768,Tower Hamlets 025E,523725
E01032769,Tower Hamlets 025F,755124
E01032770,Tower Hamlets 032B,549796
E01032771,Tower Hamlets 033B,608956
E01032772,Tower Hamlets 032C,545972
E01032773,Tower Hamlets 032D,435926
E01032774,Tower Hamlets 032E,425866
E01032775,Tower Hamlets 031F,509300
E01032776,Tower Hamlets 028E,644071
E01032777,Tower Hamlets 028F,394292
E01032778,Tower Hamlets 028G,533526
E01032779,Tower Hamlets 028H,545806
E01032780,Tower Hamlets 028I,636875
E01032781,Tower Hamlets 033C,593271
E01032782,Tower Hamlets 033D,528531
E01032783,Tower Hamlets 031G,403688
E01032784,Tower Hamlets 004G,413802
E01032785,Tower Hamlets 010E,546614
E01032786,Tower Hamlets 010F,434722
E01032787,Tower Hamlets 011F,406128
E01004327,Waltham Forest 028A,417083
E01004328,Waltham Forest 028B,428881
E01004329,Waltham Forest 028C,426010
E01004330,Waltham Forest 028D,453042
E01004331,Waltham Forest 028E,435025
E01004332,Waltham Forest 028F,385500
E01004333,Waltham Forest 024A,543550
E01004334,Waltham Forest 024B,0
E01004335,Waltham Forest 027A,385313
E01004336,Waltham Forest 026A,468800
E01004337,Waltham Forest 027B,457409
E01004338,Waltham Forest 027C,424700
E01004339,Waltham Forest 027D,424780
E01004340,Waltham Forest 027E,327860
E01004341,Waltham Forest 027F,500186
E01004342,Waltham Forest 011A,490500
E01004343,Waltham Forest 008A,500818
E01004344,Waltham Forest 008B,378526
E01004345,Waltham Forest 010A,476577
E01004346,Waltham Forest 011B,502893
E01004347,Waltham Forest 011C,490527
E01004348,Waltham Forest 010B,423811
E01004349,Waltham Forest 001A,413450
E01004350,Waltham Forest 001B,275705
E01004351,Waltham Forest 001C,527595
E01004352,Waltham Forest 002A,664444
E01004353,Waltham Forest 002B,604147
E01004354,Waltham Forest 002C,450297
E01004355,Waltham Forest 004A,334170
E01004356,Waltham Forest 001D,477550
E01004357,Waltham Forest 001E,527778
E01004358,Waltham Forest 002D,400500
E01004359,Waltham Forest 002E,553153
E01004360,Waltham Forest 004B,572500
E01004361,Waltham Forest 005A,445192
E01004362,Waltham Forest 021A,475285
E01004363,Waltham Forest 019A,490083
E01004364,Waltham Forest 019B,476682
E01004365,Waltham Forest 020A,479313
E01004366,Waltham Forest 019C,600814
E01004367,Waltham Forest 019D,492292
E01004368,Waltham Forest 019E,394263
E01004369,Waltham Forest 023A,443968
E01004370,Waltham Forest 023B,424919
E01004371,Waltham Forest 025A,555252
E01004372,Waltham Forest 023C,438091
E01004373,Waltham Forest 025B,497637
E01004374,Waltham Forest 025C,449431
E01004375,Waltham Forest 025D,422750
E01004376,Waltham Forest 025E,525381
E01004377,Waltham Forest 010C,561296
E01004378,Waltham Forest 010D,528773
E01004379,Waltham Forest 007A,458053
E01004380,Waltham Forest 007B,558639
E01004381,Waltham Forest 007C,499152
E01004382,Waltham Forest 008C,374400
E01004383,Waltham Forest 007D,555247
E01004384,Waltham Forest 003A,363433
E01004385,Waltham Forest 003B,436156
E01004386,Waltham Forest 003C,584550
E01004387,Waltham Forest 007E,539387
E01004388,Waltham Forest 007F,514789
E01004389,Waltham Forest 003D,409002
E01004390,Waltham Forest 003E,373033
E01004391,Waltham Forest 014A,389597
E01004392,Waltham Forest 017A,481937
E01004393,Waltham Forest 014B,442281
E01004394,Waltham Forest 017B,421982
E01004395,Waltham Forest 018A,594406
E01004396,Waltham Forest 012A,550182
E01004397,Waltham Forest 017C,515328
E01004398,Waltham Forest 009A,404222
E01004399,Waltham Forest 009B,503731
E01004400,Waltham Forest 009C,441800
E01004401,Waltham Forest 014C,438016
E01004402,Waltham Forest 009D,451267
E01004403,Waltham Forest 009E,415369
E01004404,Waltham Forest 014D,322213
E01004405,Waltham Forest 020B,548948
E01004406,Waltham Forest 016A,633544
E01004407,Waltham Forest 013A,296786
E01004408,Waltham Forest 016B,576806
E01004409,Waltham Forest 016C,539273
E01004410,Waltham Forest 013B,507447
E01004411,Waltham Forest 016D,406171
E01004412,Waltham Forest 015A,615374
E01004413,Waltham Forest 004C,366048
E01004414,Waltham Forest 005B,433395
E01004415,Waltham Forest 004D,435818
E01004416,Waltham Forest 004E,453250
E01004417,Waltham Forest 005C,419083
E01004418,Waltham Forest 008D,379062
E01004419,Waltham Forest 008E,293941
E01004420,Waltham Forest 020C,489637
E01004421,Waltham Forest 018B,530793
E01004422,Waltham Forest 022A,461250
E01004423,Waltham Forest 020D,408505
E01004424,Waltham Forest 022B,410727
E01004425,Waltham Forest 022C,330959
E01004426,Waltham Forest 022D,470469
E01004427,Waltham Forest 022E,345743
E01004428,Waltham Forest 026B,322800
E01004429,Waltham Forest 026C,382884
E01004430,Waltham Forest 026D,441663
E01004432,Waltham Forest 023D,444791
E01004434,Waltham Forest 026E,424833
E01004435,Waltham Forest 023E,457833
E01004436,Waltham Forest 021B,632635
E01004437,Waltham Forest 021C,475756
E01004438,Waltham Forest 024C,496194
E01004439,Waltham Forest 021D,495841
E01004440,Waltham Forest 024D,458745
E01004441,Waltham Forest 024E,516825
E01004442,Waltham Forest 021E,419350
E01004443,Waltham Forest 016E,557786
E01004444,Waltham Forest 017D,381300
E01004445,Waltham Forest 018C,468737
E01004446,Waltham Forest 017E,519986
E01004447,Waltham Forest 016F,511890
E01004448,Waltham Forest 018D,399005
E01004449,Waltham Forest 018E,413125
E01004450,Waltham Forest 006A,452479
E01004451,Waltham Forest 005D,405556
E01004452,Waltham Forest 005E,365346
E01004453,Waltham Forest 006B,331735
E01004454,Waltham Forest 006C,294139
E01004455,Waltham Forest 006D,311000
E01004456,Waltham Forest 006E,383000
E01004457,Waltham Forest 012B,432147
E01004458,Waltham Forest 012C,475242
E01004459,Waltham Forest 012D,0
E01004460,Waltham Forest 011D,643613
E01004461,Waltham Forest 014E,504888
E01004462,Waltham Forest 011E,531703
E01004463,Waltham Forest 012E,427704
E01004464,Waltham Forest 013C,522275
E01004465,Waltham Forest 015B,644242
E01004466,Waltham Forest 015C,642833
E01004467,Waltham Forest 015D,348376
E01004468,Waltham Forest 015E,479310
E01004469,Waltham Forest 013D,385965
E01004470,Waltham Forest 013E,470375
E01004471,Waltham Forest 013F,450107
E01033153,Waltham Forest 020G,354020
E01004472,Wandsworth 021A,713105
E01004473,Wandsworth 026A,740961
E01004474,Wandsworth 021B,591177
E01004475,Wandsworth 026B,747474
E01004476,Wandsworth 021C,720052
E01004477,Wandsworth 017A,1650946
E01004478,Wandsworth 017B,1531833
E01004479,Wandsworth 017C,1125523
E01004480,Wandsworth 026C,838008
E01004481,Wandsworth 029A,578663
E01004482,Wandsworth 030A,824216
E01004483,Wandsworth 026D,431138
E01004484,Wandsworth 026E,746658
E01004485,Wandsworth 030B,800318
E01004486,Wandsworth 026F,692156
E01004487,Wandsworth 030C,926331
E01004488,Wandsworth 029B,968250
E01004489,Wandsworth 030D,1136909
E01004490,Wandsworth 031A,758147
E01004491,Wandsworth 031B,396533
E01004492,Wandsworth 031C,654961
E01004493,Wandsworth 019A,554233
E01004494,Wandsworth 018A,510168
E01004495,Wandsworth 024A,501512
E01004496,Wandsworth 024B,494981
E01004497,Wandsworth 024C,836636
E01004498,Wandsworth 031D,746166
E01004499,Wandsworth 020A,725222
E01004500,Wandsworth 014A,413109
E01004501,Wandsworth 014B,881136
E01004502,Wandsworth 020B,890216
E01004503,Wandsworth 014C,621620
E01004504,Wandsworth 020C,992615
E01004505,Wandsworth 014D,498419
E01004506,Wandsworth 011A,755078
E01004507,Wandsworth 014E,709465
E01004508,Wandsworth 012A,805409
E01004509,Wandsworth 010A,578224
E01004510,Wandsworth 012B,677818
E01004511,Wandsworth 010B,714198
E01004512,Wandsworth 019B,910905
E01004513,Wandsworth 018B,482018
E01004514,Wandsworth 012C,1041240
E01004515,Wandsworth 012D,591972
E01004516,Wandsworth 036A,759700
E01004517,Wandsworth 037A,479256
E01004518,Wandsworth 036B,732467
E01004519,Wandsworth 036C,599400
E01004520,Wandsworth 036D,529000
E01004521,Wandsworth 037B,512626
E01004522,Wandsworth 037C,455250
E01004523,Wandsworth 036E,700497
E01004524,Wandsworth 037D,320979
E01004525,Wandsworth 035A,585815
E01004526,Wandsworth 035B,540888
E01004527,Wandsworth 035C,690000
E01004528,Wandsworth 035D,393250
E01004529,Wandsworth 035E,545997
E01004530,Wandsworth 035F,566250
E01004531,Wandsworth 033A,600972
E01004532,Wandsworth 032A,655221
E01004533,Wandsworth 033B,560465
E01004534,Wandsworth 008A,858101
E01004535,Wandsworth 007A,0
E01004536,Wandsworth 008B,390883
E01004537,Wandsworth 007B,545902
E01004538,Wandsworth 007C,500203
E01004539,Wandsworth 003A,329800
E01004540,Wandsworth 003B,700667
E01004541,Wandsworth 007D,0
E01004542,Wandsworth 021D,981763
E01004543,Wandsworth 027A,1039196
E01004544,Wandsworth 021E,1172667
E01004545,Wandsworth 027B,562701
E01004546,Wandsworth 027C,821421
E01004547,Wandsworth 029C,946667
E01004548,Wandsworth 029D,503985
E01004549,Wandsworth 027D,1066250
E01004550,Wandsworth 017D,1146000
E01004551,Wandsworth 012E,681629
E01004552,Wandsworth 008C,728034
E01004553,Wandsworth 015A,912001
E01004554,Wandsworth 009A,961039
E01004555,Wandsworth 017E,1265105
E01004556,Wandsworth 009B,955000
E01004557,Wandsworth 015B,924128
E01004558,Wandsworth 015C,1110120
E01004559,Wandsworth 015D,1224000
E01004560,Wandsworth 001A,932400
E01004562,Wandsworth 002B,1450492
E01004563,Wandsworth 002C,577088
E01004564,Wandsworth 002D,640621
E01004565,Wandsworth 005A,662906
E01004566,Wandsworth 001B,881573
E01004567,Wandsworth 002E,457250
E01004568,Wandsworth 013A,0
E01004569,Wandsworth 023A,685357
E01004570,Wandsworth 023B,0
E01004571,Wandsworth 023C,363996
E01004572,Wandsworth 016A,1373611
E01004573,Wandsworth 023D,437853
E01004574,Wandsworth 013B,0
E01004575,Wandsworth 013C,708333
E01004576,Wandsworth 013D,384857
E01004577,Wandsworth 003C,951396
E01004579,Wandsworth 004B,904000
E01004580,Wandsworth 004C,555229
E01004581,Wandsworth 004D,461824
E01004582,Wandsworth 001C,955796
E01004583,Wandsworth 001D,1481148
E01004584,Wandsworth 003D,633018
E01004585,Wandsworth 008D,676381
E01004586,Wandsworth 009C,808649
E01004587,Wandsworth 009D,1089873
E01004588,Wandsworth 008E,1003143
E01004589,Wandsworth 009E,957676
E01004590,Wandsworth 005B,709352
E01004591,Wandsworth 005C,667766
E01004592,Wandsworth 005D,773817
E01004593,Wandsworth 025A,543870
E01004594,Wandsworth 020D,933953
E01004595,Wandsworth 025B,647403
E01004596,Wandsworth 020E,845200
E01004597,Wandsworth 025C,808608
E01004598,Wandsworth 025D,671852
E01004599,Wandsworth 025E,959254
E01004600,Wandsworth 018C,458735
E01004601,Wandsworth 018D,519510
E01004602,Wandsworth 010C,1015278
E01004604,Wandsworth 006A,1320086
E01004605,Wandsworth 006B,934283
E01004606,Wandsworth 006C,966197
E01004607,Wandsworth 006D,1369625
E01004608,Wandsworth 006E,707229
E01004609,Wandsworth 010E,686538
E01004610,Wandsworth 033C,635719
E01004611,Wandsworth 032B,741733
E01004612,Wandsworth 032C,596800
E01004613,Wandsworth 033D,489017
E01004614,Wandsworth 034A,560108
E01004615,Wandsworth 034B,411964
E01004616,Wandsworth 034C,575505
E01004617,Wandsworth 034D,453368
E01004618,Wandsworth 032D,787188
E01004619,Wandsworth 015E,2244260
E01004620,Wandsworth 019C,808121
E01004621,Wandsworth 019D,1017241
E01004622,Wandsworth 024D,882588
E01004623,Wandsworth 019E,812174
E01004624,Wandsworth 024E,723010
E01004625,Wandsworth 027E,1714715
E01004626,Wandsworth 027F,874731
E01004627,Wandsworth 019F,1321417
E01004628,Wandsworth 022A,466795
E01004629,Wandsworth 020F,921621
E01004630,Wandsworth 022B,444000
E01004631,Wandsworth 022C,435203
E01004632,Wandsworth 028A,735512
E01004633,Wandsworth 022D,342985
E01004634,Wandsworth 028B,438877
E01004635,Wandsworth 028C,562412
E01004636,Wandsworth 028D,743232
E01004637,Wandsworth 028E,470200
E01004638,Wandsworth 011B,1362591
E01004639,Wandsworth 011C,505878
E01004640,Wandsworth 011D,708690
E01004641,Wandsworth 011E,980613
E01004642,Wandsworth 016B,583980
E01004643,Wandsworth 016C,719340
E01004644,Wandsworth 016D,728054
E01004645,Wandsworth 016E,568786
E01033093,Wandsworth 010F,729869
E01033098,Wandsworth 002F,1277707
E01033099,Wandsworth 004E,817219
E01033100,Wandsworth 002G,757250
E01033101,Wandsworth 004F,922808
E01033132,Wandsworth 002H,873468
E01033133,Wandsworth 004G,632800
E01033135,Wandsworth 010G,803921
E01004646,Westminster 002A,2787674
E01004647,Westminster 001A,2352200
E01004648,Westminster 002B,1634300
E01004649,Westminster 001B,1291796
E01004650,Westminster 002C,2629754
E01004651,Westminster 003A,979975
E01004652,Westminster 017A,865368
E01004653,Westminster 014A,2035781
E01004654,Westminster 014B,1713552
E01004656,Westminster 014D,762226
E01004657,Westminster 012A,2031078
E01004658,Westminster 012B,805204
E01004659,Westminster 008A,945164
E01004660,Westminster 008B,1696221
E01004661,Westminster 012C,1092333
E01004662,Westminster 012D,1220842
E01004663,Westminster 012E,1643389
E01004665,Westminster 024A,0
E01004666,Westminster 023B,1668725
E01004667,Westminster 023C,1238234
E01004668,Westminster 023D,1081154
E01004669,Westminster 024B,578873
E01004670,Westminster 009A,415200
E01004674,Westminster 005A,883750
E01004675,Westminster 005B,513167
E01004676,Westminster 006A,643916
E01004677,Westminster 005C,612318
E01004678,Westminster 005D,592250
E01004679,Westminster 005E,490072
E01004680,Westminster 015A,1404128
E01004681,Westminster 016A,896927
E01004682,Westminster 016B,1008075
E01004683,Westminster 015B,1891842
E01004684,Westminster 015C,1453500
E01004686,Westminster 015E,877643
E01004687,Westminster 019A,4385860
E01004688,Westminster 019B,1612074
E01004689,Westminster 019C,11059691
E01004690,Westminster 019D,3658918
E01004691,Westminster 019E,3519532
E01004692,Westminster 019F,2762300
E01004693,Westminster 017B,1633615
E01004694,Westminster 016C,1038428
E01004695,Westminster 017C,888227
E01004696,Westminster 017D,614850
E01004697,Westminster 016D,1138500
E01004698,Westminster 017E,1383077
E01004699,Westminster 017F,1152145
E01004700,Westminster 016E,2629471
E01004701,Westminster 007A,1000139
E01004702,Westminster 009E,785520
E01004703,Westminster 007B,2751572
E01004705,Westminster 007D,1227000
E01004706,Westminster 006B,857337
E01004707,Westminster 006C,1214923
E01004708,Westminster 006D,657129
E01004709,Westminster 007E,1009488
E01004710,Westminster 002D,0
E01004711,Westminster 002E,668385
E01004712,Westminster 008C,1136875
E01004713,Westminster 011A,1556000
E01004714,Westminster 011B,2008485
E01004715,Westminster 013A,1583419
E01004716,Westminster 011C,4182813
E01004717,Westminster 011D,1337800
E01004718,Westminster 004A,607750
E01004719,Westminster 004B,704539
E01004720,Westminster 004C,812857
E01004721,Westminster 004D,660513
E01004722,Westminster 004E,557955
E01004723,Westminster 005F,618725
E01004724,Westminster 001C,1124063
E01004725,Westminster 003B,1119617
E01004726,Westminster 003C,2052709
E01004727,Westminster 008D,2197778
E01004728,Westminster 003D,665754
E01004729,Westminster 003E,1733900
E01004730,Westminster 001D,1901456
E01004731,Westminster 020A,1669053
E01004732,Westminster 020B,0
E01004733,Westminster 020C,1121822
E01004734,Westminster 018A,1413978
E01004735,Westminster 018B,2319868
E01004736,Westminster 018C,2280716
E01004737,Westminster 024C,1505538
E01004738,Westminster 024D,1091147
E01004739,Westminster 024E,0
E01004740,Westminster 021A,641992
E01004741,Westminster 024F,565692
E01004742,Westminster 022A,941545
E01004743,Westminster 021B,1235923
E01004744,Westminster 020D,1217269
E01004745,Westminster 021C,2029238
E01004746,Westminster 021D,636429
E01004747,Westminster 021E,1172816
E01004748,Westminster 020E,1674767
E01004749,Westminster 022B,1266008
E01004750,Westminster 023E,1320192
E01004751,Westminster 022C,1282333
E01004752,Westminster 022D,831000
E01004753,Westminster 022E,796523
E01004754,Westminster 010A,0
E01004755,Westminster 010B,734862
E01004756,Westminster 006E,683019
E01004757,Westminster 010C,835500
E01004760,Westminster 014E,1384909
E01004761,Westminster 018D,2831944
E01004762,Westminster 011E,7205658
E01004763,Westminster 013B,1602547
E01004765,Westminster 013D,2099830
E01032512,Westminster 010F,440250
E01032513,Westminster 010G,0
E01033593,Westminster 015F,1435588
E01033594,Westminster 015G,1742500
E01033595,Westminster 013E,4026750
E01033596,Westminster 013F,2405048
E01033597,Westminster 023F,1104350
E01033598,Westminster 009F,447300
E01033599,Westminster 023G,414800
E01033600,Westminster 007F,757333
E01033601,Westminster 009G,0
E01033602,Westminster 009H,446500
E01033603,Westminster 009I,1017143
E01033604,Westminster 009J,594600
E01033605,Westminster 009K,0
E01033606,Westminster 014F,964875
E01033607,Westminster 014G,1282400
E01033608,Westminster 007G,945657
